feature,missing_count,missing_share,missing_pct,fitted_on
ZSN_A,35,0.03431372549019608,3.431372549019608,final fit partition
IBS_POST,28,0.027450980392156862,2.7450980392156863,final fit partition
nr_01,13,0.012745098039215686,1.2745098039215685,final fit partition
nr_02,13,0.012745098039215686,1.2745098039215685,final fit partition
nr_03,13,0.012745098039215686,1.2745098039215685,final fit partition
nr_04,13,0.012745098039215686,1.2745098039215685,final fit partition
nr_07,13,0.012745098039215686,1.2745098039215685,final fit partition
nr_08,13,0.012745098039215686,1.2745098039215685,final fit partition
nr_11,13,0.012745098039215686,1.2745098039215685,final fit partition
np_01,12,0.011764705882352941,1.1764705882352942,final fit partition
np_04,12,0.011764705882352941,1.1764705882352942,final fit partition
np_05,12,0.011764705882352941,1.1764705882352942,final fit partition
np_07,12,0.011764705882352941,1.1764705882352942,final fit partition
np_08,12,0.011764705882352941,1.1764705882352942,final fit partition
np_09,12,0.011764705882352941,1.1764705882352942,final fit partition
np_10,12,0.011764705882352941,1.1764705882352942,final fit partition
K_SH_POST,8,0.00784313725490196,0.7843137254901961,final fit partition
TIKL_S_n,8,0.00784313725490196,0.7843137254901961,final fit partition
TRENT_S_n,8,0.00784313725490196,0.7843137254901961,final fit partition
fibr_ter_01,8,0.00784313725490196,0.7843137254901961,final fit partition
fibr_ter_02,8,0.00784313725490196,0.7843137254901961,final fit partition
fibr_ter_03,8,0.00784313725490196,0.7843137254901961,final fit partition
fibr_ter_05,8,0.00784313725490196,0.7843137254901961,final fit partition
fibr_ter_06,8,0.00784313725490196,0.7843137254901961,final fit partition
fibr_ter_07,8,0.00784313725490196,0.7843137254901961,final fit partition
fibr_ter_08,8,0.00784313725490196,0.7843137254901961,final fit partition
AGE,7,0.006862745098039216,0.6862745098039216,final fit partition
ANT_CA_S_n,7,0.006862745098039216,0.6862745098039216,final fit partition
ASP_S_n,7,0.006862745098039216,0.6862745098039216,final fit partition
GEPAR_S_n,7,0.006862745098039216,0.6862745098039216,final fit partition
MP_TP_POST,7,0.006862745098039216,0.6862745098039216,final fit partition
FIB_G_POST,6,0.0058823529411764705,0.5882352941176471,final fit partition
GT_POST,6,0.0058823529411764705,0.5882352941176471,final fit partition
LID_S_n,6,0.0058823529411764705,0.5882352941176471,final fit partition
O_L_POST,6,0.0058823529411764705,0.5882352941176471,final fit partition
SVT_POST,6,0.0058823529411764705,0.5882352941176471,final fit partition
B_BLOK_S_n,5,0.004901960784313725,0.49019607843137253,final fit partition
GB,5,0.004901960784313725,0.49019607843137253,final fit partition
SIM_GIPERT,5,0.004901960784313725,0.49019607843137253,final fit partition
endocr_01,5,0.004901960784313725,0.49019607843137253,final fit partition
endocr_02,5,0.004901960784313725,0.49019607843137253,final fit partition
endocr_03,5,0.004901960784313725,0.49019607843137253,final fit partition
NITR_S,4,0.00392156862745098,0.39215686274509803,final fit partition
INF_ANAM,3,0.0029411764705882353,0.29411764705882354,final fit partition
zab_leg_01,3,0.0029411764705882353,0.29411764705882354,final fit partition
zab_leg_02,3,0.0029411764705882353,0.29411764705882354,final fit partition
zab_leg_03,3,0.0029411764705882353,0.29411764705882354,final fit partition
zab_leg_04,3,0.0029411764705882353,0.29411764705882354,final fit partition
zab_leg_06,3,0.0029411764705882353,0.29411764705882354,final fit partition
IM_PG_P,1,0.000980392156862745,0.09803921568627451,final fit partition
SEX,0,0.0,0.0,final fit partition
